id,fips,statecode,state,state_notes,county,jail,jail_notes,d2008,d2009,d2010,d2011,d2012,d2013,d2014,d2015,d2016,d2017,d2018,d2019,su2008,su2009,su2010,su2011,su2012,su2013,su2014,su2015,su2016,su2017,su2018,su2019,da2008,da2009,da2010,da2011,da2012,da2013,da2014,da2015,da2016,da2017,da2018,da2019,il2008,il2009,il2010,il2011,il2012,il2013,il2014,il2015,il2016,il2017,il2018,il2019,o2008,o2009,o2010,o2011,o2012,o2013,o2014,o2015,o2016,o2017,o2018,o2019,ho2008,ho2009,ho2010,ho2011,ho2012,ho2013,ho2014,ho2015,ho2016,ho2017,ho2018,ho2019,ac2008,ac2009,ac2010,ac2011,ac2012,ac2013,ac2014,ac2015,ac2016,ac2017,ac2018,ac2019,adp2008,adp2009,adp2010,adp2011,adp2012,adp2013,adp2014,adp2015,adp2016,adp2017,adp2018,adp2019,med2008,med2009,med2010,med2011,med2012,med2013,med2014,med2015,med2016,med2017,med2018,med2019
204,25005,MA,Massachusetts,,Bristol,"Bristol County House of Corrections, Jail, & Female Facility",2008 to 2014 ADP from U.S. Bureau of Justice Statistics; 2016 ADP is average of 2015 and 2017,1,5,3,3,3,5,2,2,6,4,0,3,0,2,0,1,1,2,1,2,5,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,3,3,2,1,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477,1375,1414,1432,1492,1404,1314,1296,1278,1249,1115,1068,Correctional Medical Care,Correctional Medical Care/Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services
205,25009,MA,Massachusetts,,Essex,Essex County Correctional Facilities,,2,2,2,0,3,2,1,4,1,2,2,3,0,1,1,0,1,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,2,2,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752,1636,1520,1615,1638,1636,1713,1556,1540,1477,1413,1397,"NaphCare, Inc.","NaphCare, Inc.","NaphCare, Inc.","NaphCare, Inc.","NaphCare, Inc.","NaphCare, Inc.","NaphCare, Inc.","NaphCare, Inc.","NaphCare, Inc.","NaphCare, Inc.","NaphCare, Inc./Wellpath",Wellpath
206,25013,MA,Massachusetts,,Hampden,Hampden County Correctional Center,,4,3,3,0,2,1,1,3,2,2,2,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,0,2,1,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1877,1569,1509,1589,1413,1454,1445,1445,1195,1277,1207,public,public,public,public,public,public,public,public,public,public,public,public
207,25017,MA,Massachusetts,,Middlesex,Middlesex County Jail & House of Corr.,,2,2,2,4,6,2,3,0,2,3,3,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,4,6,1,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1468,1416,1446,1427,1427,1411,1446,1286,1189,1053,886,813.77,public,public,public,public,public,public,public,public,public,public,public,public
208,25021,MA,Massachusetts,,Norfolk,Norfolk County Jail and House of Corrections,,0,0,3,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,677,667,677,691,620,573,469,515,486,456,494.27,public,public,public,public,public,public,public,public,public,public,public,public
209,25023,MA,Massachusetts,,Plymouth,Plymouth County House of Corrections & Jail,,1,2,2,0,1,1,3,0,0,1,1,1,0,2,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570,1343,1466,1450,1331,1258,1154,1049,1100,1051,996,1057.41,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services
210,25025,MA,Massachusetts,,Suffolk,Suffolk County Nashua Street Jail (NSJ),,0,2,3,0,2,0,2,2,1,2,2,2,0,2,1,0,2,0,0,1,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,,722,716,728,718,697,666,622,606,666,670,607,557,public,public,public/Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,"Correctional Psychiatric Services/NaphCare, Inc.","NaphCare, Inc.","NaphCare, Inc.","NaphCare, Inc."
211,25025,MA,Massachusetts,,Suffolk,Suffolk County South Bay House of Corrections (HOC),,0,2,0,0,4,1,4,1,1,2,0,0,0,1,0,0,0,0,1,,1,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,1,0,0,3,1,1,,0,,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,2,,0,,0,0,1749,1683,1455,1404,1364,1139,1025,866,973,1030,905,854,public,public,public/Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,Correctional Psychiatric Services,"Correctional Psychiatric Services/NaphCare, Inc.","NaphCare, Inc.","NaphCare, Inc.","NaphCare, Inc."
212,25027,MA,Massachusetts,,Worcester,Worcester County Jail & House of Corrections,,4,3,1,0,2,5,3,3,2,2,2,2,2,0,0,0,0,4,,1,1,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,2,3,0,0,2,1,2,2,1,1,2,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1564,1418,1379,1380,1368,1109,1103,1078,1095,1060,943,816,"NaphCare, Inc.","NaphCare, Inc.","NaphCare, Inc.","NaphCare, Inc.","NaphCare, Inc.","NaphCare, Inc.","NaphCare, Inc.","NaphCare, Inc./Wellpath",Wellpath,Wellpath,Wellpath,Wellpath
213,26025,MI,Michigan,,Calhoun,Calhoun County Jail,,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,524,538,499,520,514,529,509,567,580,595,549,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health 
214,26049,MI,Michigan,,Genesee,Genesee County Jail,2008 ADP from U.S. Bureau of Justice Statistics,,0,0,2,2,2,1,2,1,1,0,1,,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,0,0,1,,0,0,1,1,2,1,2,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,613,623,636,542,696,556,659,638,633,590,590,623.75,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health 
215,26065,MI,Michigan,,Ingham,Ingham County Jail,,0,0,0,0,2,1,3,2,0,2,0,1,0,0,0,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,676,636,556,587,606,609,605,502,435,415,370,public,public,public,public,public,public,public,public,public,public,public,public
220,26081,MI,Michigan,,Kent,Kent County Correctional Facility & Community Reentry Center,,1,1,2,4,1,1,4,1,2,3,5,1,0,1,0,1,0,1,2,0,2,0,3,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,2,2,1,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253,1223,1093,1093,1157,1119,1045,1058,1071,1113,1121,1149,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health 
216,26099,MI,Michigan,,Macomb,Macomb County Jail,"2008, 2013 ADP from U.S. Bureau of Justice Statistics",1,0,2,4,2,4,4,4,2,3,2,3,0,0,2,3,1,0,,1,0,3,1,2,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,1,4,1,1,2,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1378,1253,1266,1125,1125,1225,1195,1174,1148,1204,1161,932.12,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health/Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath
217,26121,MI,Michigan,,Muskegon,Muskegon County Jail,,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,356,320,345,409,403,407,505,480,545,523,536.12,public,public,public,public,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath
218,26125,MI,Michigan,,Oakland,Oakland County Law Enforcement Complex,"2008, 2013 ADP from U.S. Bureau of Justice Statistics",1,3,2,2,0,0,3,1,0,1,3,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886,1734,1517,1531,1585,1595,1431,1484,1507,1448,1414,1291,public,public,public,public,public/Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath
221,26145,MI,Michigan,,Saginaw,Saginaw County Jail,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,526,528,524,508,525,506,452,401,425,400,379.56,SecureCare Inc,SecureCare Inc,SecureCare Inc/Corizon Health,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health 
222,26147,MI,Michigan,,St. Clair,St. Clair County Jail,2009 ADP averaged from 2010 and 2011,,,2,1,0,1,0,0,0,1,1,0,,,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,,,1,1,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,474,457,491,490,519,477,448,496,506,490,483,public,public,public,public,public,public,public,public,public,public,public/Prime Healthcare Service,Prime Healthcare Service/Corizon
219,26161,MI,Michigan,,Washtenaw,Washtenaw County Jail,,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,360,354,359,368,373,364,356,345,368,371,364.91,SecureCare Inc,SecureCare Inc,SecureCare Inc,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath,Wellpath
223,26163,MI,Michigan,,Wayne,Andrew C. Baird Detention Facility & Division II Jail,,1,6,1,3,2,4,2,4,7,4,6,2,0,2,1,1,1,1,1,0,4,2,1,1,0,0,0,0,0,0,0,0,0,,2,0,1,0,0,1,1,3,1,4,3,,3,0,0,4,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,1651,1432,1329,1285,1285,1369,1262,1185,1203,1190,1193,1116,public,public,public,public,public,public,public,public,public,Wellpath,Wellpath,Wellpath
224,26163,MI,Michigan,,Wayne,William Dickerson Detention - Division III,,0,0,0,1,1,0,3,0,1,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,723,678,830,897,898,806,669,633,682,685,541,public,public,public,public,public,public,public,public,public,Wellpath,Wellpath,Wellpath
225,27003,MN,Minnesota,,Anoka,Anoka County Jail,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,214,200,200,208,202,196,218,218,235,218,211,public,public,public,public,public,public,public,public,public,public,public,public
226,27035,MN,Minnesota,,Crow Wing,Crow Wing County Jail,,1,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.51,133.72,96.68,126.78,134.56,163.28,171.75,181.49,206.6,230.78,230.78,193.41,public,public,public,public/MEnD Correctional Care PLLC,MEnD Correctional Care,MEnD Correctional Care,MEnD Correctional Care,MEnD Correctional Care,MEnD Correctional Care,MEnD Correctional Care,MEnD Correctional Care,MEnD Correctional Care
227,27037,MN,Minnesota,,Dakota,Dakota County Jail,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,275,264,257,281,249,270,249,252,246,244,234.5,public,public,public,public,public,public,public,public,public,public,public,MEnD Correctional Care
228,27053,MN,Minnesota,,Hennepin,Hennepin County Adult Corrections Facility,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,440,405,388,393,361,383,364,350,369,365,359,public,public,public,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Corizon Health ,Centurian
229,27053,MN,Minnesota,,Hennepin,Hennepin County Adult Detention Center,,1,0,1,0,1,1,0,1,1,1,3,1,1,0,0,0,1,0,0,1,0,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,694,685,683,714,708,707,719,718,781,761,695,public,public,public,public,public,public,public,public,public,public,public,public
230,,MN,Minnesota,,"Norman, Polk, Red Lake",Northwest Regional Corrections Center,,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.25,119.27,123.19,123.65,121.59,142.4,168.29,176.46,185.45,181.33,185,182.19,public,public,public,public,public,public,public,public,public,public,public,public
231,27123,MN,Minnesota,,Ramsey,Ramsey County Adult Detention Center,,0,1,1,0,0,0,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,407,384,358,392,350,374,360,367,401,394,370,public,public,public,public,public,public,public,public,public,public,public,public
232,27123,MN,Minnesota,,Ramsey,Ramsey County Correctional Facility,,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409.51,434.73,408.7,392.42,369.97,342.86,338.73,347.03,317.15,308.87,274,252,public,public,public,public,public,public,public,public,public,public,public,public
233,27141,MN,Minnesota,,Sherburne,Sherburne County Jail,,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567.77,478.09,446.16,432.27,421.14,468,552.83,597.12,578.57,586.08,604.5,623.3,public,public,public,public,public,public/Advanced Correctional Healthcare,Advanced Correctional Healthcare/MEnD Correctional Care,MEnD Correctional Care,MEnD Correctional Care,MEnD Correctional Care,MEnD Correctional Care,MEnD Correctional Care
234,27137,MN,Minnesota,,St. Louis,St. Louis County Jail,,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,220,234,254,237,215,220,219,232,210,203.53,178,public,public,public,public,public/MEnD Correctional Care PLLC,MEnD Correctional Care,MEnD Correctional Care,MEnD Correctional Care,MEnD Correctional Care,MEnD Correctional Care,MEnD Correctional Care,MEnD Correctional Care
503,28035,MS,Mississippi,,Forrest,Forrest County Jail,2008 to 2012 ADP from U.S. Bureau of Justice Statistics,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,331,279,291,300,320,322,323,294,304,260,257.7,public,public,public,public,public,public,public,public,public,public/Southern Health Partners,Southern Health Partners,Southern Health Partners
236,28047,MS,Mississippi,,Harrison,Harrison County Adult Detention Center,,2,1,1,0,0,3,2,1,0,1,1,3,2,1,1,0,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,705,942,992,849,865,704,625,670,863,832,833,Health Assurance,Health Assurance,Health Assurance,Health Assurance,Correctional Medical Associates,Correctional Medical Associates,Correctional Medical Associates,Correctional Medical Associates,Correctional Medical Associates,Quality Correctional Health Care,Quality Correctional Health Care,Quality Correctional Health Care
237,28049,MS,Mississippi,,Hinds,Hinds County Detention Center,,0,0,3,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,947,946,974,1017,898,840,744,684,719,681,650,576,public,public,public,public,Quality Choice Health Care,Quality Choice Health Care,Quality Choice Health Care,Quality Correctional Health Care,Quality Correctional Health Care,Quality Correctional Health Care,Quality Correctional Health Care,Quality Correctional Health Care
238,,MS,Mississippi,,Holmes-Humphreys,Holmes-Humphreys Regional Corr. Facility,,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,300,271,269,322,324,321,319,290,299,265,333,public,public,public,public,public,public,public,public,public,public,public,public
244,28059,MS,Mississippi,,Jackson,Jackson County Adult Detention Center,,0,0,0,0,0,3,2,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,411,428,429,404,394,350,317,362,367,350,416,public,public,public,public,public,public,public/Health Assurance,Health Assurance,Health Assurance/Correctional Medical Association,Correctional Medical Associates,Correctional Medical Associates,Correctional Medical Associates/VitalCore Health Strategies
239,,MS,Mississippi,,Kemper-Neshoba,Kemper-Neshoba County Regional Corr. Facility,,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,339,379,349,350,391,446,369,366,399,255,307,public,public,public,public,public,public,public,public,public,public,public,public
240,28079,MS,Mississippi,,Leake,Leake County Corr. Facility,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,385,339,296,390,385,373,292,344,350,366,372,public,public,public,public,public,public,public,public,public,public,public,public
243,28089,MS,Mississippi,,Madison,Madison County Detention Center,2008 ADP averaged from 2009 and 2010,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,370,360,380,300,325,343,330,330,378,400,416,382,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Southern Health Partners,Corizon Health ,Corizon Health/Quality Correctional Health Care,Quality Correctional Health Care,Quality Correctional Health Care,Quality Correctional Health Care,Quality Correctional Health Care/Mississippi Correctional Services,VitalCore Health Strategies
241,,MS,Mississippi,,Marion-Walthall,Marion-Walthall County Regional Corrrectional Facility,"2008-2011, 2013 ADP from U.S. Bureau of Justice Statistics. 2012 ADP calculated by averaging 2010 and 2013 ADP.  2014 and 2015 ADP calculated by averaging 2013 and 2016 ADP.  ",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,500,520,422,200,160,120,210,210,300,218,,,public,public,public,public,public,public,public,public,public,public,public,
235,28121,MS,Mississippi,,Rankin,Rankin Co. Jail,2008 ADP averaged from 2009 and 2010,,2,2,0,0,0,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,1,2,0,0,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,1,,391,360,422,408,375,360,393,437,432,437,468,,Health Assurance,Health Assurance,Health Assurance,Health Assurance,Health Assurance,Health Assurance/Correctional Medical Association,Correctional Medical Associates,public,Quality Correctional Health Care,Quality Correctional Health Care,Quality Correctional Health Care/Mississippi Correctional Services,
242,28131,MS,Mississippi,,Stone,Stone County Correctional Facility,2008-2015 ADP from U.S. Bureau of Justice Statistics,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,400,415,379,417,464,445,362,468,341,369,519,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Wexford Health Sources,Centurian,Centurian,Centurian,Centurian
